name,price,socket,form_factor,max_memory,memory_slots,color
Biostar TZ77B,,LGA1155,ATX,32,4,Black / Red
ASRock Z77 Professional,,LGA1155,ATX,32,4,Black / Red
Biostar TZ75B,,LGA1155,ATX,32,4,Black / Red
Foxconn A75A,,FM1,ATX,64,4,Black / Yellow
ECS A75F-M,,FM1,Micro ATX,64,4,
ASRock AD2700B-ITX,,Integrated Atom D2700,Mini ITX,4,2,Black / Blue
ASRock AD2700-ITX,,Integrated Atom D2700,Mini ITX,4,2,Black / Blue
Biostar H77MU3,,LGA1155,Micro ATX,32,4,Black / Red
ECS Golden Z77H2-A2X(1.0),,LGA1155,ATX,32,4,
ASRock AD2500B-ITX,,Integrated Atom D2500,Mini ITX,4,2,Black / Silver
ECS CDC-M/D2500,,Integrated Atom D2500,Micro ATX,4,2,Black / Silver
ECS A960M-M2,,AM3+,Micro ATX,16,2,Black / Gray
Biostar A75MG,,FM1,Micro ATX,16,2,Black / Red
MSI 880GMS-E41 (FX),,AM3+,Micro ATX,16,2,Black / Blue
EVGA 151-SE-E777-K2,,LGA2011,EATX,32,4,Black / Red
EVGA 151-SE-E779-K2,,LGA2011,XL ATX,32,4,Black / Red
Intel D2700MUD,,Integrated Atom D2700,Mini ITX,4,2,Green / Black
Biostar BIB75-AHB,,LGA1155,ATX,32,4,
ECS Z77H2-A3(1.2),,LGA1155,ATX,32,4,Black / Gray
Jetway JNAF93-Q77,,LGA1155,ATX,32,4,Green / Blue
Jetway JNMF93-Q77,,LGA1155,Micro ATX,32,4,
Asus Maximus V Formula/ThunderFX,,LGA1155,EATX,32,4,Black / Red
ECS A990FXM-A DELUXE(1.0),,AM3+,ATX,32,4,
Jetway JHA18,,AM3+,ATX,16,4,
Jetway JMIH67M-HU3,,LGA1155,Micro ATX,16,4,
Biostar Hi-Fi Z77X 5.x,,LGA1155,ATX,32,4,Black / Blue
EVGA Z77 FTW,,LGA1155,EATX,32,4,Black / Red
ECS H61H2-I3 (v1.0),,LGA1155,Mini ITX,16,2,Black / Gray
Biostar Hi-Fi A85W,,FM2,ATX,64,4,Black / Blue
Biostar TA75MH2,,FM2,Micro ATX,32,2,Black / Red
ECS A55F-M4(1.0),,FM1,Micro ATX,16,2,
ECS A55F2-M3(1.0),,FM2,Micro ATX,32,2,
ECS A75F2-M2(1.0A),,FM2,Micro ATX,32,2,Black / Gray
ECS A85F2-A GOLDEN(1.0),,FM2,ATX,64,4,Black / Gold
ASRock FM2A75M-ITX,,FM2,Mini ITX,32,2,Black
Intel DZ68PL,,LGA1155,ATX,32,4,Black / Blue
ECS A85F2-A DELUXE(1.0),,FM2,ATX,64,4,Black / Gold
Asus F2A85-V,,FM2,ATX,64,4,Black / Blue
ECS A970M-A DELUXE v1.0,,AM3+,ATX,32,4,Black / Gold
ECS Z77H2-A4 v1.1,,LGA1155,ATX,32,4,Black / Gray
Biostar A55ML2,,FM2,Micro ATX,32,2,Black / Red
ASRock FM2A75M-ITX R2.0,,FM2,Mini ITX,32,2,Brown / Black
Asus A85XM-A,,FM2,Micro ATX,32,2,
ECS Z87H3-A4(1.0),,LGA1150,ATX,32,4,Black / Gold
ECS H87H3-M(1.0),,LGA1150,Micro ATX,32,4,Black / Gray
Zotac A55ITX-B-E,,FM2,Mini ITX,16,2,Black / Yellow
ECS Z87H3-A2X GOLDEN,,LGA1150,ATX,32,4,Black / Gold
ECS Z87H3-A2X EXTREME,,LGA1150,ATX,32,4,Black / Red
Asus P9D-X,,LGA1150,ATX,32,4,Black / Blue
Asus A55M-A/USB3,,FM2,Micro ATX,32,2,Black / Blue
ASRock E3C224,,LGA1150,ATX,32,4,Green / Blue
ASRock E3C224-4L,,LGA1150,ATX,32,4,Green / Blue
Zotac A75ITX-B-E,,FM2,Mini ITX,16,2,Black / Yellow
Foxconn H87MX-D,,LGA1150,Micro ATX,16,2,
MSI Z87 MPOWER SP,,LGA1150,ATX,32,4,Black / Yellow
Gigabyte GA-F2A75M-HD2,,FM2+,Micro ATX,64,2,
ASRock E3C224-V+,,LGA1150,ATX,32,4,Green / Blue
Asus A55M-A,,FM2,Micro ATX,32,2,
ECS Z87H3-AX GOLDEN (1.0),,LGA1150,ATX,32,4,
MSI 760GM-P34 (FX) BOM,,AM3+,Micro ATX,16,2,
Gigabyte GA-Z87X-UD7 TH,,LGA1150,EATX,32,4,Black / Orange
Gigabyte GA-970A-DS3P BOM,,AM3+,ATX,32,4,Black / Gray
ECS Z87H3-A3X,,LGA1150,ATX,32,4,Black / Gold
Asus Z87I-Pro,,LGA1150,Mini ITX,16,2,Black / Yellow
MSI H87I AC,,LGA1150,Mini ITX,16,2,Black / Silver
MSI A88X-G41 PC MATE,,FM2+,ATX,64,2,Black / Blue
ECS A75F2-M,,FM2,Micro ATX,32,4,Black / White
ASRock H97M,,LGA1150,Micro ATX,16,2,Black / Blue
Gigabyte GA-Z97X-SOC FORCE LN2,,LGA1150,ATX,16,2,Black / Orange
MSI B85M Eco,,LGA1150,Micro ATX,32,4,Black / Green
ASRock FM2A78M PRO3+,,FM2+,Micro ATX,64,4,Black / Blue
ECS B85H3-M9 (1.0),,LGA1150,Micro ATX,16,2,Black / Silver
Gigabyte GA-H97M-DS3P,,LGA1150,ATX,32,4,Black / Silver
Asus P9D-I,,LGA1150,Mini ITX,16,2,Black / Blue
ASRock Z170M Pro4,,LGA1151,Micro ATX,64,4,Black / Orange
ASRock B150 Pro4/D3,,LGA1151,ATX,64,4,Black / Orange
Biostar Z270GT8,,LGA1151,ATX,64,4,Black / White
Biostar Z270GT6,,LGA1151,ATX,64,4,Black / White
ASRock B150M-DVS R2.0,,LGA1151,Micro ATX,32,2,Black / Orange
Biostar Hi-Fi B350S1,,AM4,Micro ATX,32,2,Black
Gigabyte GA-Z270X-Gaming SOC,,LGA1151,ATX,64,4,Black / Orange
ASRock X299M Extreme4,,LGA2066,Micro ATX,64,4,Black / Silver
MSI 785GM-P45,,AM3,Micro ATX,16,4,Black / Blue
Supermicro C9X299-PG300,,LGA2066,ATX,128,8,Black
Asus PRIME H510M-A WIFI/CSM,,LGA1200,Micro ATX,64,2,Black / Silver
Asus PRIME H510M-D/CSM,,LGA1200,Micro ATX,64,2,Black / Silver
Biostar B560MH-E PRO,,LGA1200,Micro ATX,128,4,Brown / Silver
Asus EX-B760M-V5,,LGA1700,Micro ATX,96,2,Red / Black
Asus PRIME H510M-A R2.0-CSM,,LGA1200,Micro ATX,64,2,Silver / Black
Gigabyte B760M D DDR4,,LGA1700,Micro ATX,64,2,Gray / Black
Biostar H610MHC-E,,LGA1700,Micro ATX,64,2,Black
Asus PRIME H610M-D-CSM,,LGA1700,Micro ATX,96,2,Black / Silver
Gigabyte Z790 D,,LGA1700,ATX,192,4,Black / Gray
